id,price,sale_price
1478,219.0,
1479,215.0,129.0
1480,200.0,
1481,193.0,116.0
1482,210.0,126.0
1483,190.0,
1484,198.0,99.0
1485,225.0,150.75
1486,215.0,215.0
1487,200.0,200.0
1488,225.0,168.75
1489,198.0,79.2
1490,198.0,139.0
1491,193.0,144.75
1492,203.0,203.0
1493,197.0,187.0
1494,225.0,225.0
1495,201.48,
1496,195.0,195.0
1497,220.0,220.0
1498,198.0,
1499,215.0,215.0
1500,200.0,
1501,225.0,90.0
1502,210.0,
1503,197.0,138.0
1504,225.0,
1505,210.0,199.95
1506,220.0,
1507,225.0,
1508,195.0,195.0
1509,225.0,225.0
1510,215.0,
1511,220.0,220.0
1512,195.0,146.25
1513,215.0,215.0
1514,211.0,127.0
1515,200.0,124.9
1516,195.0,195.0
1517,225.0,
1518,216.0,216.0
1519,210.0,
1520,210.0,
1521,200.0,
1522,225.0,158.0
1523,195.0,116.98
1524,220.0,110.0
1525,195.0,77.93
1526,195.0,195.0
1527,195.0,195.0
1528,222.0,222.0
1529,202.0,202.0
1530,220.0,198.0
1531,205.0,205.0
1532,220.0,220.0
1533,215.0,
1534,219.0,153.0
1535,215.0,215.0
1536,195.0,
1537,225.0,113.0
1538,198.0,
1539,200.0,140.0
1540,225.0,225.0
1541,198.0,97.02
1542,193.0,155.0
1543,200.0,200.0
1544,200.0,200.0
1545,215.0,128.98
1546,225.0,221.0
1547,220.0,
1548,194.95,194.95
1549,195.0,
1550,205.0,205.0
1551,195.0,176.0
1552,209.0,209.0
1553,198.0,89.1
1554,220.0,
1555,222.0,
1556,198.0,198.0
1557,190.0,190.0
1558,220.0,220.0
1559,195.0,195.0
1560,205.0,103.0
1561,198.0,198.0
1562,198.0,
1563,205.0,
1564,199.0,
1565,215.0,169.99
1566,215.0,
1567,193.0,
1568,215.0,107.0
1569,210.0,210.0
1570,223.0,221.0
1571,198.0,
1572,210.0,210.0
1573,213.0,
1574,212.0,149.0
1575,210.0,105.0
1576,200.0,200.0
1577,220.0,220.0
1578,211.0,
1579,213.0,213.0
1580,215.0,129.0
1581,200.0,
1582,195.0,55.0
1583,219.0,219.0
1584,190.0,149.99
1585,195.0,195.0
1586,195.0,
1587,195.0,97.49
1588,200.0,
1589,208.0,99.84
1590,225.0,225.0
1591,225.0,225.0
1592,250.0,200.0
1593,255.0,102.0
1594,248.0,248.0
1595,228.0,
1596,259.0,181.0
1597,266.0,266.0
1598,239.95,239.95
1599,255.0,255.0
1600,250.0,250.0
1601,245.0,110.0
1602,255.0,
1603,230.0,91.98
1604,240.0,120.0
1605,270.0,202.5
1606,239.0,167.0
1607,245.0,245.0
1608,273.0,273.0
1609,240.0,240.0
1610,258.0,193.5
1611,266.0,263.0
1612,260.0,208.0
1613,250.0,100.0
1614,259.0,259.0
1615,265.0,
1616,250.0,
1617,271.0,217.0
1618,259.0,
1619,232.0,
1620,258.0,154.8
1621,248.0,148.8
1622,275.0,
1623,230.0,230.0
1624,238.0,
1625,250.0,
1626,230.0,230.0
1627,245.0,
1628,235.0,176.0
1629,270.0,132.0
1630,229.0,114.5
1631,250.0,
1632,250.0,250.0
1633,255.0,127.5
1634,228.0,228.0
1635,246.0,246.0
1636,275.0,275.0
1637,245.0,243.0
1638,250.0,250.0
1639,228.0,216.0
1640,239.0,
1641,249.0,
1642,258.0,
1643,266.0,226.0
1644,245.0,245.0
1645,274.0,
1646,250.0,225.0
1647,245.0,147.0
1648,245.0,245.0
1649,250.0,
1650,250.0,250.0
1651,228.0,228.0
1652,238.0,238.0
1653,248.0,248.0
1654,230.0,230.0
1655,265.0,
1656,250.0,250.0
1657,239.0,167.0
1658,230.0,230.0
1659,231.0,185.0
1660,271.0,271.0
1661,238.0,
1662,254.0,216.0
1663,248.0,124.0
1664,250.0,74.93
1665,255.0,
1666,245.0,245.0
1667,230.0,224.0
1668,230.0,
1669,237.5,
1670,234.0,234.0
1671,250.0,250.0
1672,245.0,98.0
1673,230.0,138.0
1674,250.0,200.0
1675,235.0,59.0
1676,259.0,169.0
1677,229.0,
1678,267.0,267.0
1679,256.0,179.0
1680,258.0,
1681,235.0,
1682,249.0,249.0
1683,235.0,235.0
1684,250.0,250.0
1685,240.0,
1686,228.0,228.0
1687,228.0,228.0
1688,245.0,245.0
1689,235.0,176.25
1690,265.0,
1691,229.0,229.0
1692,229.0,229.0
1693,245.0,
1694,230.0,230.0
1695,245.0,
1696,235.0,235.0
1697,228.0,
1698,260.0,195.0
1699,250.0,
1700,239.0,119.5
1701,266.0,266.0
1702,245.0,123.0
1703,235.0,
1704,250.0,112.5
1705,238.0,178.5
1706,258.0,258.0
1707,260.0,
1708,240.0,162.0
1709,230.0,
1710,228.0,128.16
1711,244.0,
1712,245.0,
1713,230.0,172.5
1714,228.0,114.0
1715,250.0,
1716,258.0,
1717,230.0,173.0
1718,260.0,
1719,250.0,
1720,230.0,230.0
1721,230.0,
1722,250.0,
1723,246.0,
1724,260.0,260.0
1725,248.0,
1726,243.0,243.0
1727,238.0,238.0
1728,250.0,
1729,234.0,234.0
1730,235.0,207.0
1731,230.0,
1732,249.0,
1733,240.0,
1734,265.0,265.0
1735,250.0,225.0
1736,245.0,245.0
1737,255.0,255.0
1738,260.0,
1739,248.0,
1740,273.0,192.0
1741,249.0,249.0
1742,250.0,
1743,255.0,255.0
1744,230.0,90.0
1745,246.0,246.0
1746,255.0,
1747,235.0,235.0
1748,239.0,
1749,228.0,228.0
1750,250.0,250.0
1751,245.0,245.0
1752,271.0,271.0
1753,270.0,
1754,245.0,
1755,269.0,269.0
1756,271.0,190.0
1757,248.0,248.0
1758,250.0,250.0
1759,249.0,149.4
1760,260.0,260.0
1761,266.0,253.0
1762,266.0,199.5
1763,272.0,
1764,230.0,57.0
1765,258.0,154.8
1766,257.0,145.0
1767,252.99,
1768,255.0,
1769,250.0,
1770,260.0,260.0
1771,239.0,143.4
1772,250.0,
1773,263.0,263.0
1774,230.0,230.0
1775,250.0,122.0
1776,250.0,
1777,245.0,150.0
1778,240.0,
1779,260.0,
1780,228.0,136.8
1781,265.0,
1782,270.0,135.0
1783,250.0,137.0
1784,262.0,262.0
1785,245.0,
1786,258.0,258.0
1787,250.0,
1788,230.0,230.0
1789,234.0,234.0
1790,244.0,
1791,309.0,309.0
1792,285.0,
1793,276.0,
1794,295.0,295.0
1795,277.95,166.77
1796,275.0,275.0
1797,295.0,147.49
1798,300.0,
1799,280.0,280.0
1800,307.0,291.0
1801,298.0,298.0
1802,295.0,177.0
1803,279.0,279.0
1804,290.0,290.0
1805,280.0,
1806,298.0,298.0
1807,295.0,
1808,278.0,278.0
1809,278.0,208.5
1810,283.0,169.8
1811,275.0,275.0
1812,295.0,295.0
1813,295.0,295.0
1814,306.0,306.0
1815,285.0,285.0
1816,313.0,251.0
1817,280.0,
1818,300.0,
1819,280.0,280.0
1820,309.0,309.0
1821,295.0,207.0
1822,275.0,193.0
1823,275.0,192.5
1824,295.0,295.0
1825,295.0,295.0
1826,275.0,137.49
1827,300.0,
1828,299.99,
1829,320.0,320.0
1830,322.0,
1831,299.0,
1832,275.0,190.0
1833,300.0,300.0
1834,295.0,295.0
1835,313.0,313.0
1836,278.0,
1837,300.0,
1838,295.0,118.0
1839,275.0,275.0
1840,275.0,144.38
1841,322.0,226.0
1842,279.0,279.0
1843,285.0,213.75
1844,315.0,235.0
1845,295.0,118.0
1846,295.0,
1847,288.0,288.0
1848,321.0,225.0
1849,323.0,323.0
1850,282.0,254.0
1851,278.0,278.0
1852,310.0,310.0
1853,284.0,142.0
1854,320.0,320.0
1855,302.0,302.0
1856,320.0,
1857,298.0,298.0
1858,275.0,275.0
1859,315.0,
1860,280.0,280.0
1861,315.0,315.0
1862,314.0,314.0
1863,295.0,295.0
1864,295.0,
1865,298.0,
1866,314.0,314.0
1867,320.0,
1868,313.0,251.0
1869,298.0,298.0
1870,293.0,293.0
1871,290.0,290.0
1872,285.0,285.0
1873,315.0,315.0
1874,290.0,173.98
1875,295.0,295.0
1876,309.0,
1877,306.0,306.0
1878,292.0,292.0
1879,315.0,
1880,295.0,295.0
1881,295.0,148.0
1882,318.0,
1883,295.0,295.0
1884,295.0,206.0
1885,275.0,275.0
1886,295.0,295.0
1887,280.0,
1888,295.0,218.0
1889,304.0,
1890,279.0,
1891,295.0,
1892,278.0,166.8
1893,277.5,277.5
1894,317.0,317.0
1895,299.0,299.0
1896,298.0,
1897,319.0,223.0
1898,298.0,298.0
1899,280.0,167.98
1900,295.0,177.0
1901,287.0,258.0
1902,295.0,92.93
1903,292.0,286.0
1904,310.0,310.0
1905,322.0,
1906,285.0,
1907,298.0,
1908,295.0,
1909,295.0,295.0
1910,316.0,316.0
1911,283.0,283.0
1912,320.0,240.0
1913,285.0,228.0
1914,280.6,
1915,295.0,147.49
1916,275.0,165.0
1917,313.0,313.0
1918,294.0,294.0
1919,320.0,256.0
1920,310.0,310.0
1921,305.0,
1922,298.0,298.0
1923,285.0,
1924,283.0,212.0
1925,309.0,309.0
1926,310.0,310.0
1927,309.0,
1928,289.99,289.99
1929,308.0,308.0
1930,298.0,223.5
1931,285.0,142.5
1932,315.0,158.0
1933,295.0,295.0
1934,285.0,
1935,303.0,257.0
1936,295.0,118.0
1937,276.0,276.0
1938,285.0,171.0
1939,285.0,213.75
1940,319.0,319.0
1941,300.0,300.0
1942,275.0,275.0
1943,300.0,
1944,303.0,228.0
1945,320.0,185.0
1946,295.0,144.0
1947,280.0,
1948,280.0,238.0
1949,318.0,190.8
1950,306.0,214.0
1951,275.0,275.0
1952,275.0,350.0
1953,290.0,
1954,280.0,
1955,313.0,313.0
1956,275.0,
1957,280.0,280.0
1958,280.0,
1959,305.0,305.0
1960,276.0,276.0
1961,295.0,
1962,295.0,295.0
1963,319.0,319.0
1964,301.0,226.0
1965,285.0,285.0
1966,278.0,278.0
1967,275.0,
1968,311.0,186.6
1969,295.0,147.5
1970,307.0,
1971,295.0,144.0
1972,285.0,
1973,320.0,285.0
1974,295.0,295.0
1975,295.0,295.0
1976,285.0,242.25
1977,290.0,
1978,278.0,278.0
1979,321.0,225.0
1980,295.0,295.0
1981,275.0,
1982,279.0,223.0
1983,320.0,320.0
1984,294.0,177.0
1985,310.0,310.0
1986,280.0,210.0
1987,287.0,258.0
1988,279.0,279.0
1989,275.0,
1990,350.0,350.0
1991,375.0,188.0
1992,360.0,252.0
1993,340.0,
1994,333.0,333.0
1995,325.0,
1996,345.0,137.98
1997,355.0,355.0
1998,350.0,262.5
1999,366.0,293.0
2000,361.0,361.0
2001,337.0,
2002,350.0,
2003,380.0,228.0
2004,350.0,350.0
2005,385.0,385.0
2006,338.0,153.0
2007,346.0,259.5
2008,360.0,
2009,380.0,
2010,325.0,
2011,370.0,
2012,385.0,385.0
2013,355.0,
2014,372.0,298.0
2015,375.0,224.98
2016,343.0,275.0
2017,325.0,228.0
2018,365.0,365.0
2019,375.0,187.49
2020,335.0,
2021,323.0,323.0
2022,357.0,286.0
2023,358.2,
2024,325.0,
2025,345.0,345.0
2026,350.0,350.0
2027,372.0,372.0
2028,370.0,
2029,335.0,335.0
2030,343.0,343.0
2031,326.0,326.0
2032,360.0,288.0
2033,330.0,330.0
2034,381.0,267.0
2035,350.0,350.0
2036,375.0,375.0
2037,349.0,349.0
2038,350.0,350.0
2039,345.0,
2040,368.0,368.0
2041,350.0,350.0
2042,376.0,263.0
2043,325.0,325.0
2044,350.0,157.5
2045,375.0,375.0
2046,350.0,350.0
2047,370.0,185.0
2048,335.0,335.0
2049,353.0,353.0
2050,380.0,
2051,350.0,350.0
2052,356.0,
2053,325.0,325.0
2054,345.0,207.0
2055,379.0,379.0
2056,340.0,272.0
2057,335.0,335.0
2058,365.0,91.0
2059,350.0,171.0
2060,326.0,326.0
2061,350.0,
2062,345.0,
2063,360.0,180.0
2064,366.0,256.0
2065,350.0,280.0
2066,360.0,
2067,329.0,329.0
2068,370.0,222.0
2069,345.0,
2070,330.0,198.0
2071,346.0,346.0
2072,350.0,
2073,325.0,
2074,375.0,375.0
2075,360.0,324.0
2076,340.0,340.0
2077,349.0,210.0
2078,375.0,375.0
2079,352.13,
2080,375.0,368.0
2081,350.0,350.0
2082,385.0,270.0
2083,334.0,334.0
2084,332.0,332.0
2085,336.0,
2086,371.0,371.0
2087,380.0,285.0
2088,349.0,280.0
2089,380.0,380.0
2090,325.0,325.0
2091,332.0,266.0
2092,378.0,378.0
2093,350.0,350.0
2094,367.0,367.0
2095,350.0,350.0
2096,352.0,
2097,345.0,345.0
2098,377.0,377.0
2099,360.0,
2100,350.0,
2101,336.0,286.0
2102,330.0,
2103,350.0,
2104,348.0,139.2
2105,370.0,
2106,345.0,345.0
2107,350.0,350.0
2108,345.0,
2109,335.0,335.0
2110,335.0,251.87
2111,330.0,83.0
2112,375.0,187.0
2113,340.0,340.0
2114,350.0,315.0
2115,325.0,325.0
2116,353.0,212.0
2117,350.0,262.5
2118,368.0,276.0
2119,355.0,355.0
2120,370.0,
2121,330.0,330.0
2122,380.0,266.0
2123,377.0,
2124,348.0,252.0
2125,350.0,350.0
2126,335.0,335.0
2127,350.0,
2128,340.0,340.0
2129,348.0,
2130,350.0,350.0
2131,327.0,327.0
2132,370.0,333.0
2133,345.0,242.0
2134,331.0,331.0
2135,350.0,333.0
2136,343.0,340.0
2137,375.0,375.0
2138,368.0,220.0
2139,329.0,246.75
2140,325.0,
2141,375.0,375.0
2142,352.0,352.0
2143,375.0,375.0
2144,328.0,328.0
2145,373.0,373.0
2146,345.0,345.0
2147,375.0,375.0
2148,380.0,380.0
2149,350.0,
2150,370.0,370.0
2151,330.0,
2152,325.0,195.0
2153,338.0,237.0
2154,344.0,275.0
2155,384.04,134.25
2156,339.0,135.0
2157,350.0,350.0
2158,375.0,
2159,372.0,372.0
2160,360.0,360.0
2161,355.0,355.0
2162,358.0,358.0
2163,385.0,385.0
2164,370.0,370.0
2165,365.0,365.0
2166,363.0,363.0
2167,358.0,358.0
2168,339.0,339.0
2169,325.0,325.0
2170,346.0,312.0
2171,385.0,385.0
2172,332.0,232.0
2173,328.0,
2174,350.0,
2175,350.0,245.0
2176,329.0,326.0
2177,345.0,345.0
2178,356.0,
2179,375.0,188.0
2180,370.0,222.0
2181,350.0,350.0
2182,375.0,375.0
2183,350.0,
2184,378.0,
2185,348.0,139.2
2186,375.0,149.0
2187,355.0,177.5
2188,325.0,
2189,425.0,318.75
2190,420.0,260.0
2191,410.0,144.0
2192,395.0,
2193,406.0,406.0
2194,400.0,
2195,450.0,
2196,390.0,390.0
2197,400.0,400.0
2198,395.0,197.0
2199,395.0,395.0
2200,400.0,400.0
2201,389.0,389.0
2202,445.0,
2203,425.0,425.0
2204,450.0,450.0
2205,445.0,223.0
2206,450.0,
2207,450.0,450.0
2208,395.0,395.0
2209,402.0,241.0
2210,450.0,337.5
2211,395.0,
2212,440.0,286.0
2213,398.0,
2214,385.14,
2215,395.0,395.0
2216,410.0,
2217,410.0,410.0
2218,400.0,
2219,395.0,237.0
2220,440.0,440.0
2221,450.0,315.0
2222,416.0,374.0
2223,390.0,390.0
2224,410.0,205.0
2225,395.0,395.0
2226,448.0,
2227,443.0,443.0
2228,430.0,430.0
2229,389.0,389.0
2230,395.0,
2231,428.0,
2232,422.0,422.0
2233,450.0,
2234,430.0,430.0
2235,400.0,400.0
2236,445.0,445.0
2237,395.0,395.0
2238,390.0,390.0
2239,392.0,392.0
2240,430.0,430.0
2241,395.0,198.0
2242,395.0,198.0
2243,390.0,351.0
2244,450.0,202.5
2245,448.0,
2246,398.0,398.0
2247,429.0,343.0
2248,395.0,
2249,395.0,395.0
2250,395.0,395.0
2251,417.0,417.0
2252,390.0,
2253,400.0,400.0
2254,390.0,390.0
2255,395.0,395.0
2256,395.0,395.0
2257,390.0,
2258,425.0,208.0
2259,448.0,
2260,430.0,
2261,440.0,264.0
2262,395.0,395.0
2263,435.0,435.0
2264,390.0,273.0
2265,415.0,
2266,398.0,398.0
2267,439.0,439.0
2268,391.0,293.25
2269,395.0,
2270,449.0,
2271,395.0,395.0
2272,450.0,175.0
2273,400.0,
2274,390.0,390.0
2275,390.0,234.0
2276,395.0,
2277,399.0,
2278,415.0,415.0
2279,450.0,
2280,386.0,309.0
2281,440.0,308.0
2282,440.0,
2283,450.0,450.0
2284,395.0,395.0
2285,420.0,315.0
2286,395.0,395.0
2287,395.0,
2288,450.0,
2289,445.0,
2290,390.0,
2291,395.0,
2292,449.0,449.0
2293,395.0,316.0
2294,435.0,435.0
2295,415.0,415.0
2296,420.0,420.0
2297,420.0,420.0
2298,415.0,208.0
2299,425.0,425.0
2300,400.0,400.0
2301,390.0,234.0
2302,395.0,395.0
2303,415.0,
2304,445.0,267.0
2305,450.0,450.0
2306,435.0,
2307,450.0,
2308,430.0,
2309,424.0,340.0
2310,450.0,
2311,450.0,450.0
2312,445.0,445.0
2313,445.0,445.0
2314,440.0,
2315,425.0,275.0
2316,424.0,382.0
2317,395.0,395.0
2318,395.0,316.0
2319,450.0,
2320,427.0,427.0
2321,450.0,450.0
2322,450.0,450.0
2323,415.0,415.0
2324,395.0,395.0
2325,417.0,250.0
2326,395.0,
2327,410.0,410.0
2328,450.0,
2329,425.0,297.5
2330,395.0,
2331,450.0,
2332,448.0,448.0
2333,416.0,416.0
2334,427.0,
2335,395.0,
2336,450.0,
2337,393.0,
2338,450.0,
2339,427.0,
2340,440.0,440.0
2341,386.0,386.0
2342,405.0,324.0
2343,390.0,
2344,420.0,205.0
2345,385.0,
2346,389.0,
2347,405.0,405.0
2348,398.0,
2349,395.0,
2350,401.0,401.0
2351,395.0,
2352,400.0,400.0
2353,416.0,416.0
2354,398.0,
2355,428.0,428.0
2356,425.0,191.0
2357,425.0,425.0
2358,395.0,277.0
2359,396.0,278.0
2360,395.0,395.0
2361,388.0,388.0
2362,412.0,247.2
2363,416.0,250.0
2364,440.0,
2365,425.0,
2366,436.0,218.0
2367,445.0,
2368,395.0,395.0
2369,391.0,246.0
2370,420.0,420.0
2371,448.0,448.0
2372,395.0,
2373,399.0,399.0
2374,395.0,395.0
2375,406.0,284.0
2376,425.0,425.0
2377,400.0,160.0
2378,387.0,387.0
2379,385.0,385.0
2380,420.0,420.0
2381,431.0,431.0
2382,415.0,270.0
2383,420.0,420.0
2384,445.0,223.0
2385,443.0,443.0
2386,445.0,400.5
2387,449.0,315.0
2388,477.0,311.0
2389,495.0,446.0
2390,530.0,530.0
2391,483.0,242.0
2392,525.0,525.0
2393,466.0,443.0
2394,460.0,460.0
2395,495.0,
2396,475.0,285.0
2397,495.0,
2398,475.0,237.5
2399,495.0,495.0
2400,495.0,
2401,500.0,
2402,515.0,
2403,470.0,470.0
2404,458.0,229.0
2405,495.0,495.0
2406,470.0,
2407,460.0,
2408,530.0,530.0
2409,490.0,490.0
2410,495.0,495.0
2411,460.0,
2412,532.0,532.0
2413,495.0,371.25
2414,450.0,
2415,527.0,527.0
2416,479.0,431.0
2417,530.0,504.0
2418,485.0,
2419,465.0,
2420,463.0,463.0
2421,490.0,
2422,475.0,475.0
2423,540.0,
2424,525.0,525.0
2425,485.0,291.0
2426,460.0,460.0
2427,530.0,424.0
2428,520.0,520.0
2429,451.0,451.0
2430,495.0,247.49
2431,495.0,198.98
2432,477.0,477.0
2433,490.0,196.0
2434,540.0,180.0
2435,500.0,375.0
2436,495.0,198.0
2437,540.0,270.0
2438,490.0,485.0
2439,465.0,465.0
2440,525.0,525.0
2441,475.0,475.0
2442,490.0,294.0
2443,495.0,
2444,470.0,470.0
2445,490.0,
2446,495.0,495.0
2447,490.0,
2448,480.0,240.0
2449,500.0,500.0
2450,495.0,297.0
2451,475.0,185.0
2452,452.0,317.0
2453,495.0,
2454,458.0,274.8
2455,525.0,368.0
2456,451.0,361.0
2457,495.0,
2458,531.0,372.0
2459,490.0,
2460,471.0,471.0
2461,526.0,263.0
2462,480.0,480.0
2463,525.0,
2464,490.0,
2465,490.0,490.0
2466,473.0,473.0
2467,539.0,539.0
2468,495.0,495.0
2469,530.0,530.0
2470,523.0,523.0
2471,500.0,
2472,479.0,431.0
2473,475.0,285.0
2474,505.0,150.0
2475,465.0,197.63
2476,520.0,312.0
2477,530.0,
2478,465.0,465.0
2479,539.0,350.0
2480,470.0,470.0
2481,484.0,484.0
2482,490.0,490.0
2483,495.0,
2484,458.0,229.0
2485,520.0,520.0
2486,538.0,
2487,458.0,458.0
2488,525.0,263.0
2489,495.0,
2490,460.0,460.0
2491,481.0,289.0
2492,495.0,495.0
2493,465.0,279.0
2494,495.0,421.0
2495,465.0,
2496,474.0,474.0
2497,460.0,276.0
2498,480.0,495.0
2499,470.0,281.98
2500,536.0,536.0
2501,498.0,261.45
2502,491.0,491.0
2503,525.0,525.0
2504,515.0,515.0
2505,475.0,475.0
2506,490.0,294.0
2507,490.0,490.0
2508,530.0,530.0
2509,500.0,500.0
2510,475.0,475.0
2511,531.0,478.0
2512,458.0,458.0
2513,450.0,450.0
2514,535.0,535.0
2515,526.0,526.0
2516,495.0,495.0
2517,495.0,495.0
2518,466.0,233.0
2519,457.0,434.0
2520,517.19,
2521,475.0,475.0
2522,495.0,
2523,478.0,
2524,510.0,
2525,500.0,350.0
2526,495.0,495.0
2527,475.0,
2528,525.0,525.0
2529,495.0,242.0
2530,525.0,
2531,525.0,157.0
2532,514.0,435.0
2533,500.0,
2534,493.0,493.0
2535,480.0,288.0
2536,484.0,484.0
2537,466.0,466.0
2538,460.0,460.0
2539,485.0,145.43
2540,460.0,230.0
2541,530.0,530.0
2542,495.0,495.0
2543,535.0,321.0
2544,475.0,
2545,480.0,398.0
2546,520.0,312.0
2547,530.0,371.0
2548,480.0,336.0
2549,488.0,488.0
2550,480.0,480.0
2551,502.0,
2552,535.0,535.0
2553,512.0,308.0
2554,495.0,
2555,540.0,
2556,455.0,455.0
2557,490.0,245.0
2558,474.0,474.0
2559,480.0,480.0
2560,483.0,483.0
2561,535.0,535.0
2562,500.0,500.0
2563,460.0,
2564,526.0,263.0
2565,480.0,
2566,477.0,477.0
2567,455.0,
2568,535.0,535.0
2569,455.0,319.0
2570,495.0,495.0
2571,500.0,
2572,536.0,390.0
2573,525.0,393.75
2574,495.0,495.0
2575,523.0,523.0
2576,495.0,495.0
2577,502.0,502.0
2578,490.0,245.0
2579,475.0,237.0
2580,495.0,370.0
2581,473.0,332.0
2582,525.0,315.0
2583,505.0,
2584,520.0,520.0
2585,520.0,520.0
2586,520.0,520.0
2587,595.0,
2588,600.0,600.0
2589,600.0,179.0
2590,548.0,
2591,585.0,585.0
2592,615.0,615.0
2593,598.0,239.0
2594,545.0,327.0
2595,636.0,445.0
2596,580.0,580.0
2597,570.0,342.0
2598,640.0,640.0
2599,595.0,595.0
2600,619.0,619.0
2601,590.0,354.0
2602,595.0,595.0
2603,595.0,595.0
2604,560.0,560.0
2605,548.0,439.0
2606,550.0,
2607,640.0,384.0
2608,633.0,589.0
2609,645.0,
2610,595.0,298.0
2611,550.0,550.0
2612,550.0,550.0
2613,595.0,417.0
2614,568.0,568.0
2615,595.0,595.0
2616,575.0,345.0
2617,641.0,449.0
2618,633.0,633.0
2619,560.0,392.0
2620,545.0,326.9
2621,545.0,
2622,599.0,
2623,575.0,345.0
2624,595.0,595.0
2625,605.0,
2626,595.0,595.0
2627,645.0,316.0
2628,587.0,
2629,630.0,630.0
2630,557.0,552.0
2631,625.0,625.0
2632,639.0,320.0
2633,588.0,
2634,590.0,590.0
2635,630.0,567.0
2636,595.0,
2637,590.0,590.0
2638,640.0,640.0
2639,600.0,600.0
2640,600.0,600.0
2641,591.0,414.0
2642,550.0,
2643,585.0,585.0
2644,556.0,556.0
2645,540.0,
2646,545.0,
2647,610.0,604.0
2648,645.0,258.0
2649,649.0,649.0
2650,625.0,250.0
2651,630.0,
2652,625.0,625.0
2653,590.0,590.0
2654,605.0,303.0
2655,631.0,631.0
2656,607.0,364.0
2657,641.0,449.0
2658,595.0,
2659,595.0,
2660,550.0,385.0
2661,648.0,518.0
2662,575.0,575.0
2663,550.0,
2664,630.0,630.0
2665,648.0,648.0
2666,640.0,640.0
2667,549.0,467.0
2668,540.0,
2669,540.0,
2670,630.0,430.0
2671,598.0,
2672,595.0,
2673,569.0,342.0
2674,605.0,303.0
2675,600.0,
2676,595.0,595.0
2677,595.0,595.0
2678,595.0,
2679,625.0,438.0
2680,580.0,290.0
2681,595.0,
2682,545.0,327.0
2683,565.0,565.0
2684,580.0,
2685,586.0,586.0
2686,627.0,627.0
2687,575.0,345.0
2688,600.0,360.0
2689,565.0,338.98
2690,560.0,336.0
2691,550.0,495.0
2692,575.0,
2693,640.0,512.0
2694,549.0,565.0
2695,585.0,585.0
2696,560.0,560.0
2697,550.0,330.0
2698,629.0,623.0
2699,630.0,630.0
2700,625.0,563.0
2701,596.0,357.6
2702,645.0,
2703,645.0,645.0
2704,590.0,
2705,570.0,570.0
2706,595.0,446.25
2707,552.0,547.0
2708,625.0,625.0
2709,595.0,595.0
2710,585.0,585.0
2711,595.0,595.0
2712,615.0,615.0
2713,560.0,336.0
2714,548.0,329.0
2715,559.0,559.0
2716,560.0,336.0
2717,645.0,549.0
2718,555.0,
2719,557.0,279.0
2720,545.0,464.0
2721,626.0,626.0
2722,569.0,370.0
2723,550.0,
2724,617.0,494.0
2725,548.0,
2726,640.0,640.0
2727,600.0,600.0
2728,550.0,440.0
2729,595.0,595.0
2730,557.0,557.0
2731,548.0,
2732,595.0,595.0
2733,630.0,315.0
2734,550.0,
2735,550.0,550.0
2736,630.0,630.0
2737,570.0,570.0
2738,589.0,471.0
2739,625.0,625.0
2740,622.0,622.0
2741,545.0,545.0
2742,600.0,600.0
2743,580.0,580.0
2744,550.0,550.0
2745,636.0,636.0
2746,595.0,
2747,575.0,
2748,625.0,625.0
2749,580.0,
2750,645.0,645.0
2751,595.0,
2752,545.0,545.0
2753,550.0,550.0
2754,636.0,509.0
2755,595.0,595.0
2756,544.0,544.0
2757,598.0,
2758,587.0,587.0
2759,642.0,450.0
2760,550.0,
2761,540.0,270.0
2762,600.0,600.0
2763,595.0,238.0
2764,615.0,615.0
2765,570.0,570.0
2766,635.0,
2767,641.0,257.0
2768,589.0,413.0
2769,550.0,275.0
2770,595.0,238.0
2771,575.0,
2772,625.0,375.0
2773,550.0,358.0
2774,590.0,590.0
2775,595.0,357.0
2776,648.0,648.0
2777,550.0,550.0
2778,645.0,
2779,630.0,
2780,590.0,501.5
2781,613.0,
2782,598.0,598.0
2783,560.0,
2784,550.0,550.0
2785,545.0,327.0
2786,690.0,345.0
2787,660.0,
2788,725.0,725.0
2789,750.0,
2790,750.0,
2791,685.0,411.0
2792,698.0,419.0
2793,750.0,750.0
2794,710.0,284.0
2795,650.0,650.0
2796,702.0,492.0
2797,650.0,650.0
2798,695.0,695.0
2799,760.0,760.0
2800,685.0,568.0
2801,695.0,417.0
2802,745.0,745.0
2803,740.0,740.0
2804,681.0,681.0
2805,724.0,616.0
2806,706.0,494.0
2807,750.0,375.0
2808,700.0,
2809,695.0,
2810,745.0,521.5
2811,745.0,298.0
2812,650.0,650.0
2813,680.0,408.0
2814,695.0,695.0
2815,671.0,671.0
2816,725.0,363.0
2817,658.0,592.0
2818,695.0,695.0
2819,700.0,700.0
2820,695.0,
2821,770.0,770.0
2822,716.0,502.0
2823,725.0,508.0
2824,660.0,
2825,750.0,750.0
2826,695.0,695.0
2827,700.0,
2828,755.0,755.0
2829,666.0,499.5
2830,740.0,444.0
2831,655.0,393.0
2832,681.0,647.0
2833,702.0,526.0
2834,696.0,689.0
2835,670.0,670.0
2836,695.0,629.0
2837,742.0,371.0
2838,700.0,
2839,775.0,760.0
2840,770.0,
2841,740.0,740.0
2842,690.0,690.0
2843,750.0,450.0
2844,745.0,522.0
